State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
15,1,7,88101,1,19.4203,-155.2881,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,47,13,N,47,365,0,0,0.0,0.0,Certification not required,0,10.329787,4.819025,23.6,2017-03-06 00:00,20.2,2017-03-08 00:00,20.1,2017-03-05 00:00,19.5,2017-01-11 00:00,,,,,23.6,23.6,20.1,19.4,13.2,8.3,6.0,Hawaii Volcanoes NP - The Observatory,"Hawaii Volcanoes National Park, HI 96718",Hawaii,Hawaii,Hawaii Volcanoes National Park,"Hilo, HI",2017-05-24
15,3,10,88101,1,21.323745,-158.08861299999995,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,1,0,N,1,365,0,0,0.0,0.0,Certification not required,0,5.2,0.0,5.2,2017-01-31 00:00,,,,,,,,,,,5.2,5.2,5.2,5.2,5.2,5.2,5.2,Kapolei,2052 LAUWILIWILI ST,Hawaii,Honolulu,,"Urban Honolulu, HI",2017-03-30
15,7,7,88101,1,21.949599,-159.36624,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,0.0,0.0,Certification not required,0,3.855932,2.868814,13.2,2017-01-12 00:00,9.3,2017-02-19 00:00,9.0,2017-01-14 00:00,8.6,2017-01-22 00:00,,,,,13.2,9.3,9.0,8.2,6.0,3.1,0.8,NIUMALU,"2342 HULEMALU ROAD, KAUAI",Hawaii,Kauai,,"Kapaa, HI",2017-05-04
15,9,24,88101,1,20.902031,-156.370344,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,0.0,0.0,Certification not required,0,4.883051,3.636224,14.2,2017-02-04 00:00,13.8,2017-01-14 00:00,13.6,2017-01-11 00:00,12.2,2017-01-09 00:00,,,,,14.2,13.8,13.6,10.9,6.7,4.3,0.9,PAIA,TMK 2-2-5-005-058,Hawaii,Maui,Paia,"Kahului-Wailuku-Lahaina, HI",2017-05-09
15,9,25,88101,1,20.869627,-156.493626,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,35,10,N,35,365,0,0,0.0,0.0,Certification not required,0,2.385714,3.1198740000000003,13.4,2017-02-04 00:00,8.3,2017-02-01 00:00,7.2,2017-02-20 00:00,6.7,2017-02-03 00:00,,,,,13.4,13.4,8.3,6.7,3.7,1.5,-0.8,KAHULUI,TMK 9-8-013:029,Hawaii,Maui,Kahului,"Kahului-Wailuku-Lahaina, HI",2017-05-04
16,53,3,88101,1,42.68,-114.2525,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2017,Micrograms/cubic meter (LC),No Events,75,21,N,75,365,0,0,0.0,0.0,Certification not required,0,4.524,2.3125880000000003,15.8,2017-01-15 00:00,14.6,2017-01-16 00:00,10.4,2017-01-17 00:00,9.1,2017-01-18 00:00,,,,,15.8,14.6,9.1,5.7,5.0,4.1,2.5,Minidoka National Historic Site,Mnidoka National Historic Site,Idaho,Jerome,,"Twin Falls, ID",2017-05-24
17,19,6,88101,1,40.123886,-88.240553,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,26,21,N,26,122,0,4,0.0,0.0,Certification not required,0,8.446154,4.4838580000000015,19.0,2017-02-21 00:00,18.2,2017-01-16 00:00,14.4,2017-01-01 00:00,12.9,2017-02-06 00:00,,,,,19.0,19.0,18.2,14.4,11.6,7.7,2.5,904 North Walnut,904 North Walnut,Illinois,Champaign,Champaign,"Champaign-Urbana, IL",2017-05-10
17,19,1001,88101,1,40.05278,-88.37250999999998,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,29,24,N,29,122,0,1,0.0,0.0,Certification not required,0,7.875862,4.083561,16.7,2017-01-16 00:00,16.2,2017-02-21 00:00,14.4,2017-02-06 00:00,12.5,2017-02-18 00:00,,,,,16.7,16.7,16.2,14.4,10.9,6.7,2.7,ISWS CLIMATE STATION,TWP RD 500 E.,Illinois,Champaign,,"Champaign-Urbana, IL",2017-05-10
17,31,1,88101,1,41.670992,-87.732457,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,9.273333,5.314598,19.8,2017-02-06 00:00,17.2,2017-01-19 00:00,14.1,2017-01-01 00:00,13.5,2017-03-20 00:00,,,,,19.8,19.8,19.8,17.2,13.5,7.8,3.3,VILLAGE GARAGE,4500 W. 123RD ST.,Illinois,Cook,Alsip,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,22,88101,1,41.687165,-87.539315,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,29,22,N,27,122,0,3,0.0,0.0,Certification not required,0,8.362069,4.489306,21.3,2017-02-06 00:00,17.8,2017-01-19 00:00,14.0,2017-01-01 00:00,13.8,2017-03-17 00:00,,,,,21.3,21.3,17.8,14.0,12.6,6.9,4.2,WASHINGTON HS,3535 E. 114TH ST.,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,52,88101,1,41.965485,-87.749928,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,4,0.0,0.0,Certification not required,0,8.88,5.79818,23.9,2017-01-16 00:00,23.3,2017-01-19 00:00,16.6,2017-03-17 00:00,14.8,2017-02-18 00:00,,,,,23.9,23.9,23.3,16.6,12.9,7.2,3.6,MAYFAIR PUMP STATION,4850 WILSON AVE.,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,57,88101,1,41.912862,-87.722723,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,13,21,N,13,61,0,4,0.0,0.0,Certification not required,0,9.515385,5.415233,20.9,2017-01-19 00:00,14.7,2017-02-18 00:00,14.7,2017-03-20 00:00,13.0,2017-01-25 00:00,,,,,20.9,20.9,20.9,14.7,13.0,7.7,3.9,SPRINGFIELD PUMP STATION,1745 N. SPRINGFIELD,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,76,88101,1,41.7514,-87.713488,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,12,20,N,12,61,0,6,0.0,0.0,Certification not required,0,9.875,6.378675,23.0,2017-02-06 00:00,19.8,2017-01-19 00:00,12.5,2017-01-25 00:00,11.5,2017-02-18 00:00,,,,,23.0,23.0,23.0,19.8,12.5,9.7,3.2,COM ED MAINTENANCE BLDG,7801 LAWNDALE,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,3103,88101,1,41.965193,-87.876265,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,26,21,N,26,122,0,4,0.0,0.0,Certification not required,0,11.665385,6.037612,24.8,2017-02-06 00:00,23.8,2017-01-19 00:00,23.5,2017-01-16 00:00,17.1,2017-03-17 00:00,,,,,24.8,24.8,23.8,23.5,15.1,10.8,5.3,IEPA TRAILER,4743 MANNHEIM RD.,Illinois,Cook,Schiller Park,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,3301,88101,1,41.782766,-87.80537700000002,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,25,20,N,25,122,0,9,0.0,0.0,Certification not required,0,9.952,6.287496,26.5,2017-01-16 00:00,22.2,2017-02-06 00:00,19.2,2017-01-19 00:00,15.9,2017-01-22 00:00,,,,,26.5,26.5,22.2,19.2,13.6,8.5,3.6,GRAVES ES,60TH ST. & 74TH AVE.,Illinois,Cook,Summit,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,4201,88101,1,42.139996,-87.799227,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,22,18,N,22,122,0,8,0.0,0.0,Certification not required,0,8.563636,5.721684,23.7,2017-02-06 00:00,20.1,2017-01-19 00:00,17.0,2017-03-17 00:00,13.5,2017-01-01 00:00,,,,,23.7,23.7,20.1,17.0,10.9,7.2,3.4,NORTHBROOK WATER PLANT,750 DUNDEE ROAD,Illinois,Cook,Northbrook,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,31,6005,88101,1,41.864426,-87.748902,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-300 Sequential w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,14,23,N,14,61,0,1,0.0,0.0,Certification not required,0,10.035714,6.540831,23.6,2017-02-06 00:00,20.1,2017-01-19 00:00,16.4,2017-03-20 00:00,13.3,2017-02-18 00:00,,,,,23.6,23.6,23.6,20.1,13.3,7.5,4.3,LIBERTY SCHOOL,13TH ST. & 50TH AVE.,Illinois,Cook,Cicero,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,43,4002,88101,1,41.771071,-88.152534,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,27,22,N,27,122,0,3,0.0,0.0,Certification not required,0,8.396296000000001,5.478664,22.5,2017-01-28 00:00,20.2,2017-02-06 00:00,18.2,2017-01-16 00:00,13.9,2017-01-01 00:00,,,,,22.5,22.5,20.2,18.2,11.8,6.7,2.9,CITY HALL,400 S. EAGLE ST.,Illinois,DuPage,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,89,3,88101,1,42.050403,-88.280015,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,2,0.0,0.0,Certification not required,0,8.313333,5.339103,22.2,2017-01-16 00:00,22.0,2017-02-06 00:00,16.5,2017-01-20 00:00,12.9,2017-03-20 00:00,,,,,22.2,22.2,22.0,16.5,11.1,7.4,2.8,MCKINLEY SCHOOL,258 LOVELL ST.,Illinois,Kane,Elgin,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,89,7,88101,1,41.784717,-88.329374,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,27,22,N,27,122,0,3,0.0,0.0,Certification not required,0,8.540741,4.852458,22.1,2017-02-06 00:00,17.5,2017-01-19 00:00,13.8,2017-03-20 00:00,13.0,2017-03-17 00:00,,,,,22.1,22.1,17.5,13.8,12.3,7.5,3.3,KANE COUNTY HEALTH DEPT,1240 N. HIGHLAND AVE.,Illinois,Kane,Aurora,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,111,1,88101,1,42.221442,-88.242207,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,1,0.0,0.0,Certification not required,0,8.4,5.649905,22.8,2017-02-06 00:00,17.1,2017-01-19 00:00,11.8,2017-03-20 00:00,10.6,2017-01-01 00:00,,,,,22.8,22.8,22.8,17.1,10.6,7.6,1.6,CARY GROVE HS,FIRST ST. & THREE OAKS RD.,Illinois,McHenry,Cary,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,115,13,88101,1,39.866834,-88.92559399999998,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,8.473333,4.472051,21.2,2017-02-06 00:00,11.9,2017-02-18 00:00,11.7,2017-03-20 00:00,10.5,2017-01-19 00:00,,,,,21.2,21.2,21.2,11.9,10.5,7.7,4.2,IEPA TRAILER,2200 N. 22ND,Illinois,Macon,Decatur,"Decatur, IL",2017-05-10
17,119,1007,88101,1,38.704534,-90.139675,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,14,23,N,14,61,0,1,0.0,0.0,Certification not required,0,9.442857,4.34807,20.0,2017-02-06 00:00,15.7,2017-02-18 00:00,12.0,2017-03-20 00:00,10.7,2017-01-07 00:00,,,,,20.0,20.0,20.0,15.7,10.7,9.2,5.7,FIRESTATION #1,23RD & MADISON,Illinois,Madison,Granite City,"St. Louis, MO-IL",2017-05-10
17,119,2009,88101,1,38.903085,-90.143168,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,8.436667,3.843443,16.1,2017-02-18 00:00,16.0,2017-02-06 00:00,15.4,2017-02-27 00:00,14.7,2017-01-01 00:00,,,,,16.1,16.1,16.0,15.4,10.1,7.7,4.3,SIU DENTAL CLINIC,1700 ANNEX ST.,Illinois,Madison,Alton,"St. Louis, MO-IL",2017-05-10
17,119,3007,88101,1,38.860669,-90.105851,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,28,23,N,28,122,0,2,0.0,0.0,Certification not required,0,8.192857,3.371661,16.0,2017-02-18 00:00,14.8,2017-02-21 00:00,12.6,2017-01-01 00:00,11.8,2017-03-20 00:00,,,,,16.0,16.0,14.8,12.6,10.6,8.2,3.9,WATER PLANT,54 N. WALCOTT,Illinois,Madison,Wood River,"St. Louis, MO-IL",2017-05-10
17,143,37,88101,1,40.697007,-89.584737,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,15,25,N,15,61,0,0,0.0,0.0,Certification not required,0,8.686667,4.906682,19.9,2017-02-06 00:00,15.4,2017-01-19 00:00,13.6,2017-02-18 00:00,11.7,2017-03-20 00:00,,,,,19.9,19.9,19.9,15.4,11.7,8.0,3.6,CITY OFFICE BUILDING,613 N.E. JEFFERSON,Illinois,Peoria,Peoria,"Peoria, IL",2017-05-10
17,161,3002,88101,1,41.514727,-90.51735,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.99,4.2405550000000005,18.9,2017-02-06 00:00,14.9,2017-01-19 00:00,14.4,2017-03-26 00:00,14.0,2017-01-16 00:00,,,,,18.9,18.9,14.9,14.4,10.7,7.9,3.1,ROCK ISLAND ARSENAL,32 RODMAN AVE.,Illinois,Rock Island,Rock Island Arsenal (U.S. Army),"Davenport-Moline-Rock Island, IA-IL",2017-05-10
17,163,10,88101,1,38.612034,-90.160477,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,BGI Models PQ200-VSCC or PQ200A-VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,14,23,N,14,61,0,1,0.0,0.0,Certification not required,0,9.492857,3.748531,17.1,2017-02-06 00:00,15.0,2017-02-18 00:00,11.7,2017-01-19 00:00,11.6,2017-03-20 00:00,,,,,17.1,17.1,17.1,15.0,11.6,9.4,4.7,IEPA-RAPS TRAILER,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,"St. Louis, MO-IL",2017-05-10
17,167,12,88101,1,39.831921,-89.644164,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,27,22,N,27,122,0,4,0.0,0.0,Certification not required,0,8.614815,4.776763,20.6,2017-01-19 00:00,19.7,2017-02-06 00:00,14.4,2017-02-21 00:00,13.3,2017-01-01 00:00,,,,,20.6,20.6,19.7,14.4,12.4,7.4,3.5,AGRICULTURE BUILDING,STATE FAIR GROUNDS,Illinois,Sangamon,,"Springfield, IL",2017-05-10
17,197,1002,88101,1,41.526885,-88.116474,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,26,21,N,26,122,0,6,0.0,0.0,Certification not required,0,8.784614999999999,6.179236,29.3,2017-01-14 00:00,19.6,2017-02-06 00:00,17.8,2017-03-20 00:00,13.4,2017-01-01 00:00,,,,,29.3,29.3,19.6,17.8,10.9,7.4,3.5,PERSHING SCHOOL,MIDLAND & CAMPBELL STS,Illinois,Will,Joliet,"Chicago-Naperville-Elgin, IL-IN-WI",2017-05-10
17,201,13,88101,1,42.263081,-89.09276700000002,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Thermo Electron Model RAAS2.5-100 w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,28,23,N,28,122,0,3,0.0,0.0,Certification not required,0,9.307143,5.636385,28.2,2017-02-06 00:00,21.0,2017-01-19 00:00,17.1,2017-01-16 00:00,12.5,2017-01-28 00:00,,,,,28.2,28.2,21.0,17.1,10.9,9.0,3.3,WINNEBAGO COUNTY HEALTH DEPT,201 DIVISION ST,Illinois,Winnebago,Rockford,"Rockford, IL",2017-05-10
18,3,4,88101,1,41.094965,-85.101816,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,9.59,6.114953,31.2,2017-01-16 00:00,20.2,2017-02-06 00:00,18.2,2017-03-17 00:00,15.6,2017-02-21 00:00,,,,,31.2,31.2,20.2,18.2,12.3,8.7,3.8,Ft. Wayne- Beacon St.,2022 NORTH BEACON/ Fort Wayne- Beacon St.,Indiana,Allen,Fort Wayne,"Fort Wayne, IN",2017-04-26
18,5,8,88101,1,39.237457,-85.89133199999998,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.936667,4.015357,17.6,2017-02-06 00:00,15.5,2017-01-16 00:00,14.5,2017-02-21 00:00,13.5,2017-01-13 00:00,,,,,17.6,17.6,15.5,14.5,10.7,6.6,3.4,Columbus- Rocky Ford Rd.,3475 Trestle Dr./ Columbus- Rocky Ford Rd.,Indiana,Bartholomew,Columbus,"Columbus, IN",2017-04-26
18,19,6,88101,1,38.277704,-85.740099,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,8,N,30,365,0,0,0.0,0.0,Certification not required,0,8.136667,3.521607,17.2,2017-02-06 00:00,16.3,2017-02-21 00:00,14.3,2017-02-18 00:00,12.1,2017-01-13 00:00,,,,,17.2,17.2,16.3,14.3,9.5,7.3,4.5,Jefferson- Walnut St/ Jefferson PFAU,JEFFERSONVILLE PFAU- 719 WALNUT ST,Indiana,Clark,Jeffersonville,"Louisville/Jefferson County, KY-IN",2017-04-26
18,19,8,88101,1,38.393822,-85.664118,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,27,22,N,27,122,0,4,0.0,0.0,Certification not required,0,6.933333,3.116087,13.4,2017-02-06 00:00,12.8,2017-02-18 00:00,12.2,2017-02-21 00:00,10.9,2017-03-17 00:00,,,,,13.4,13.4,12.8,12.2,9.2,6.4,3.2,Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,Indiana,Clark,,"Louisville/Jefferson County, KY-IN",2017-04-26
18,35,6,88101,1,40.199502,-85.387908,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,29,24,N,29,122,0,1,0.0,0.0,Certification not required,0,8.162069,4.3672,19.0,2017-01-16 00:00,16.0,2017-02-06 00:00,15.6,2017-03-17 00:00,13.1,2017-01-13 00:00,,,,,19.0,19.0,16.0,15.6,11.6,7.0,3.3,Muncie- Central HS,801 N. Walnut St.-MUNCIE CENTRAL HIGH,Indiana,Delaware,Muncie,"Muncie, IN",2017-04-26
18,37,2001,88101,1,38.391443,-86.92916,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,8.08,3.961574,19.0,2017-01-13 00:00,18.0,2017-02-06 00:00,12.1,2017-03-17 00:00,12.0,2017-02-18 00:00,,,,,19.0,19.0,18.0,12.1,9.5,7.6,3.6,Jasper PO,206 E 6TH ST- Jasper Post Office,Indiana,Dubois,Jasper,"Jasper, IN",2017-04-26
18,39,8,88101,1,41.656905,-85.968372,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,10.25,6.001537,27.2,2017-01-16 00:00,22.7,2017-02-06 00:00,16.5,2017-02-12 00:00,16.1,2017-03-17 00:00,,,,,27.2,27.2,22.7,16.5,14.5,10.5,3.4,Elkhart- Prairie St.,2745 Prairie St./ South Well Field,Indiana,Elkhart,Elkhart,"Elkhart-Goshen, IN",2017-04-26
18,43,1004,88101,1,38.308056,-85.83416700000002,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.463333,3.46415,17.5,2017-02-06 00:00,13.5,2017-02-21 00:00,13.1,2017-02-18 00:00,12.2,2017-01-13 00:00,,,,,17.5,17.5,13.5,13.1,8.6,7.4,3.5,New Albany- Green Valley Elem. Sch.,2230 GREEN VALLEY ROAD/GREEN VALLEY ELEMENTARY SCHOOL,Indiana,Floyd,New Albany,"Louisville/Jefferson County, KY-IN",2017-04-26
18,55,1,88101,1,38.985578,-86.99011999999998,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.77,3.946902,18.2,2017-02-06 00:00,14.4,2017-01-13 00:00,13.2,2017-02-21 00:00,13.0,2017-03-20 00:00,,,,,18.2,18.2,14.4,13.2,11.0,7.0,3.0,"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy","2500 S. 275 W, PLUMMER",Indiana,Greene,,"Bloomington, IN",2017-04-26
18,57,7,88101,1,39.960884,-85.93954599999998,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,8.233333,4.419575,18.2,2017-01-16 00:00,18.2,2017-02-06 00:00,14.9,2017-01-01 00:00,14.9,2017-03-17 00:00,,,,,18.2,18.2,18.2,14.9,10.5,7.0,3.7,11775 Brooks School Rd.,11775 Brooks School Rd.- Fishers,Indiana,Hamilton,Fishers (corporate name for Fishers Station),"Indianapolis-Carmel-Anderson, IN",2017-04-26
18,65,3,88101,1,40.009525,-85.523455,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2017,Micrograms/cubic meter (LC),No Events,30,25,N,30,122,0,0,0.0,0.0,Certification not required,0,7.796667,3.883074,17.4,2017-01-16 00:00,15.1,2017-02-06 00:00,13.5,2017-03-17 00:00,12.4,2017-01-13 00:00,,,,,17.4,17.4,15.1,13.5,10.1,7.4,3.3,Mechanicsburg- Shenandoah HS/ behind the football field,7354 W. US 36/ SHENANDOAH H.S.- MIDDLETON,Indiana,Henry,Middletown,"New Castle, IN",2017-04-26
